Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Albania,ALB,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,358.1163572,376.8626397,376.0592376,381.765845,426.5904771,429.469913,455.9355024,476.2878242,502.9106281,559.8419629,635.8269131,708.8461056,608.0601659,..,..
Algeria,DZA,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,65.83867343,79.579319,92.55878925,98.83631267,104.7107424,89.60280752,87.3470382,91.94664755,91.68172109,91.80025631,83.67631674,84.22129795,89.80505477,..,..
Algeria,DZA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,28.88244247,27.87346649,27.21586227,29.2784462,28.56370354,30.19285583,32.89480972,33.93709183,33.76389313,37.92301941,39.64334869,40.38871384,49.97584915,..,..
Algeria,DZA,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,192.4397331,196.9184855,220.1879278,234.6514649,247.873285,257.6984075,257.2820633,262.6019721,263.8899242,276.6437206,285.6995777,276.999933,273.527881,..,..
American Samoa,ASM,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,381.4805863,419.0376987,379.8861296,384.9367892,383.2462476,350.3602098,347.8681337,347.6531118,389.660623,384.9984571,366.069571,415.0575011,282.3490085,401.2436241,..
Andorra,AND,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,11.63836575,11.8008604,13.63951015,13.33333302,12.76978397,13.11098289,12.56225777,12.087327,12.33830833,12.74224854,11.15107918,11.73808575,8.84464645,10.98071861,..
Andorra,AND,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,400.0485975,418.6624562,434.7984461,435.9627751,437.6734512,482.9265279,451.6440822,449.4783702,498.0882835,521.3758926,517.7645432,578.136219,454.2978969,619.4156581,..
Angola,AGO,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,18.75415408,21.97383965,21.4687002,30.48345853,35.09656711,36.0469827,33.10161096,38.47268861,30.40265523,21.3595956,16.03312106,17.48416299,29.06066571,..,..
Angola,AGO,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,19.34375572,17.99380875,17.61917686,21.3492775,26.8761673,33.52316666,35.20893097,34.12101364,36.18026733,33.05723953,28.66170883,26.07763863,28.70015144,..,..
Angola,AGO,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,34.43969265,31.94927853,31.20464017,44.56587398,53.07756516,63.47457073,67.06314396,68.67256059,66.07962096,57.20773525,62.25179356,55.79721121,62.256154,..,..
Antigua and Barbuda,ATG,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,178.7326089,184.8651459,202.6587211,197.80956,209.5303663,185.7300226,225.0797497,210.1905443,202.6192631,196.0984002,194.0716785,181.7901387,269.1355935,..,..
Antigua and Barbuda,ATG,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,24.68379784,25.77301407,26.8955822,26.76339149,25.34367752,23.53068924,27.5195961,26.5686245,23.66021156,24.26510048,21.96622849,21.55276871,24.80779076,..,..
Antigua and Barbuda,ATG,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,282.3474933,295.1062865,299.2382856,288.0077537,295.4653691,245.8744404,295.0012668,271.0839141,263.7499421,257.9874225,256.5998024,239.3968079,356.2240708,..,..
Arab World,ARB,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,77.09241977,82.00871338,93.38607866,93.4241701,95.04492493,96.48197554,89.09606866,84.71386594,90.99843978,87.05292681,81.59659341,83.59056342,85.66073059,..,..
Arab World,ARB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,32.94176245,30.85258127,31.44819931,30.65488631,29.05782843,31.01753779,28.74975732,27.82380027,28.30177213,26.833303,25.14332059,24.80453229,25.88311656,..,..
Arab World,ARB,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,208.0971382,205.9421541,234.0408506,235.9946314,233.5660045,252.1379561,249.4183062,250.8777092,247.900362,243.3018664,232.6123598,236.8174198,245.1670515,..,..
Argentina,ARG,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,261.2826953,321.7782131,353.5446864,377.7920828,344.6952702,393.4817645,338.0395397,316.5162684,303.9876441,242.0677377,194.0697567,269.5572387,361.9325109,..,..
Argentina,ARG,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,26.78010178,26.89295959,26.08745956,26.81741714,27.04210854,25.93237305,27.00738144,21.28657913,25.13258934,23.94149971,21.75679016,24.93863487,26.40138435,..,..
Argentina,ARG,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,451.391634,483.8973703,498.4252386,523.3487862,510.5517003,529.0999347,536.72567,511.1102037,600.3408556,558.9760188,474.8013815,603.2146191,703.4259947,..,..
Armenia,ARM,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,226.4898121,255.0919924,260.8420885,325.5787955,333.5041354,298.3731243,289.9921604,345.6594333,360.9942837,452.546809,416.6978852,468.6631601,533.6941066,..,..
Armenia,ARM,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,77.62413025,78.41966248,78.58730316,82.8755722,82.48136902,81.62987518,80.6469574,84.34803009,84.27638245,84.79430389,77.84781647,78.65647888,79.0908432,..,..
Armenia,ARM,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,528.3070072,580.6415609,663.4237498,834.3367445,839.7264846,824.6302984,864.22364,1069.787299,1113.703582,1398.809761,1304.499869,1477.42479,1442.253414,..,..
Aruba,ABW,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,977.1874998,1126.744865,1203.809156,1134.879262,1088.377675,910.7660495,919.1525597,959.8188464,946.2035701,813.1561078,886.1554536,974.0851526,1028.697322,..,..
Australia,AUS,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,19.74928665,19.17248344,19.93433952,19.52692413,17.84736443,17.20188141,16.94656944,16.60431862,16.22962379,14.70659161,14.88613701,13.83726788,15.2829895,..,..
Australia,AUS,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,708.4819793,722.8986417,754.9047225,812.340561,831.2667858,822.6361983,852.6371827,847.5711273,861.2674854,801.595584,899.7292397,915.3251157,1080.839328,..,..
Austria,AUT,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,893.0256368,968.426565,927.3733057,1003.680386,1030.079619,880.6394161,906.3380878,945.9395089,983.4009156,942.9469225,911.0665047,1025.986108,935.7626933,1001.841402,..
Austria,AUT,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,18.60162735,18.73956299,18.67409134,19.1712513,19.09817505,19.09111214,19.24335289,19.15275955,18.42534828,17.91519737,16.47193336,15.73479843,15.99057865,16.13623428,..
Austria,AUT,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,799.701396,836.8450545,887.1279859,948.1045812,970.6718373,993.6202976,1053.89649,1080.440784,1087.946357,1140.830779,1094.463884,1215.841236,1275.162762,1273.254292,..
Azerbaijan,AZE,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,92.26721275,114.9196379,147.7529053,166.7382073,189.2864577,163.3233554,118.8364496,119.9994284,132.1213932,142.1530775,141.8058408,165.7322833,196.111816,..,..
Azerbaijan,AZE,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,60.27914047,62.14058304,62.97990417,66.2504425,67.54847717,69.12871552,70.02903748,71.84921265,73.38605499,71.34140778,57.828125,66.0317688,64.46770477,..,..
Azerbaijan,AZE,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,231.7867897,236.6314466,314.5467921,363.9274326,418.4461865,443.5574478,440.0771386,408.6037113,405.6134816,445.3099301,485.9603429,488.097408,450.446728,..,..
"Bahamas, The",BHS,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,398.5306062,403.3153539,436.5545255,435.5445134,458.6654163,482.778593,484.443043,515.5125374,537.5005958,518.9722262,419.2960149,519.8173829,567.6850832,..,..
"Bahamas, The",BHS,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,27.59894562,27.96435928,28.74622917,27.93116951,28.32260704,30.3905201,28.00711441,24.33213806,27.6782856,26.72900009,22.40900993,25.51211166,24.24633217,..,..
"Bahamas, The",BHS,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,430.7616394,448.8446068,476.9860267,482.2854061,507.2236283,515.6165233,524.2208192,571.8977939,608.5748403,575.2722837,482.1547961,618.3035556,738.8384992,..,..
Bahrain,BHR,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,231.7945972,242.5518832,278.2683184,300.1809395,293.3649722,292.1444444,306.7338779,345.5742904,312.5940959,308.8664327,289.6415038,301.6123471,260.6821833,..,..
Bahrain,BHR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,26.74535942,26.31511879,26.80383301,26.91797447,26.14287376,25.89375496,27.98857307,31.99498177,30.00357628,29.97935486,26.28821754,25.66297722,23.47058868,..,..
Bahrain,BHR,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,524.3726601,510.4112028,596.1444078,624.6950815,599.9146647,588.2593264,607.3905228,694.4074571,616.3629885,619.4224389,626.4547144,616.7214797,529.6165244,..,..
Bangladesh,BGD,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,14.01307046,15.52606011,16.00313143,18.77644635,21.16498317,24.13644411,28.10214309,29.56038338,31.65637831,34.47037958,37.74562899,42.71602216,44.3081066,..,..
Bangladesh,BGD,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,67.95515442,68.17604828,68.27939606,69.62185669,70.75862885,72.67826843,71.49494171,70.08963776,70.67902374,72.05020905,74.00198364,72.96946716,72.52640533,..,..
Bangladesh,BGD,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,44.05387483,49.1805418,55.07375943,58.73946859,63.64641754,68.95542609,77.37585992,79.95664209,85.99365122,93.04149913,99.88546841,113.7258232,129.612344,..,..
Barbados,BRB,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,424.5447265,490.9348545,499.8781314,503.6989369,512.8919667,512.8261981,532.1815987,538.4630236,536.6562617,545.4374738,529.8997871,539.5421796,608.6298965,..,..
Barbados,BRB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,38.09718323,42.20311737,38.606987,40.41992569,43.63391113,44.41487503,45.05650711,45.55510712,45.89333344,46.69363785,42.93118668,38.77418137,46.7436409,..,..
Barbados,BRB,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,426.593015,486.3420734,470.9750584,469.515867,472.0332174,481.3507903,502.3263092,488.8441053,483.1522236,479.5229134,464.1690595,471.640061,547.6234158,..,..
Belarus,BLR,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,99.4930779,106.7474295,112.0466061,153.5918216,156.4226182,130.6633778,79.3270171,89.81508017,89.05749,102.7899843,104.1260906,106.1352834,146.1072298,..,..
Belarus,BLR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,29.16505241,33.58686447,30.77361488,33.79212189,34.89439774,36.20293045,26.71418381,27.05755615,25.44559479,25.69003105,24.76618576,21.92699814,27.618536,..,..
Belarus,BLR,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,253.2688146,270.8597784,291.7550049,364.7566727,356.453428,396.2490902,279.9540721,284.9609523,272.0828239,302.2505609,323.3408836,310.750003,417.2245363,..,..
Belgium,BEL,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,893.5521824,965.9944065,914.7964485,977.9215683,992.1098831,844.7393067,838.5612591,879.5191203,957.1483405,993.6971315,884.3901944,1078.596002,1083.396607,..,..
Belgium,BEL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,19.72496033,19.59739113,19.44441032,19.7401123,19.53039551,19.01653671,18.45969009,18.38533974,18.48899078,19.74298286,17.18937492,18.77902412,20.04573441,..,..
Belgium,BEL,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,805.5464931,834.2044885,866.0610779,913.3617321,933.2364686,951.70261,969.9912603,1003.766718,1057.515641,1206.315848,1081.159919,1291.955795,1481.076452,..,..
Belize,BLZ,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,60.09943481,60.70196205,62.33355227,66.55684538,67.77204948,67.36740775,66.75952648,65.50881451,66.41423271,68.10582419,58.52941566,68.48226337,79.13288624,..,..
Belize,BLZ,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,24.62802124,24.01806259,25.15201187,25.31771088,22.72506523,23.42960167,22.72099876,23.27973175,23.10110855,22.72480011,20.86414528,22.07592201,26.60677338,..,..
Belize,BLZ,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,107.2952126,105.4559926,100.6173828,105.2874388,103.272951,102.1860089,99.47225538,95.28103795,98.8254901,103.2955903,90.42654465,110.0520709,126.7838969,..,..
Benin,BEN,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,12.74687059,14.13260782,13.68593248,14.28034248,15.06955816,14.05807355,13.80394063,14.29398907,15.13747893,14.43934211,15.23824423,16.55405492,14.39876477,..,..
Benin,BEN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,43.51421356,44.51008987,41.52767944,42.5843277,46.49401474,51.40564728,48.86447906,50.78124237,45.57242584,50.89290237,46.80970383,48.63362122,42.49658966,..,..
Benin,BEN,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,29.07614537,30.21305582,29.86031742,30.46976208,33.06329884,37.68887506,38.14832418,38.28833874,39.45522484,40.57599852,41.32740416,44.58322285,44.84188274,..,..
Bermuda,BMU,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bermuda,BMU,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,11.93143072,12.70810939,17.24465726,17.55418395,18.45947498,19.17443465,19.61224088,13.79026724,13.42869032,20.58675001,20.6902098,22.21385759,53.40207162,..,..
Bhutan,BTN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,16.48263359,16.34392738,20.50640488,20.31390381,21.17123032,19.79465675,20.12969589,13.3064661,13.16380501,17.79043007,15.42465878,21.42639542,34.56685638,..,..
Bhutan,BTN,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,35.36997482,36.17127866,53.73966939,56.71985209,60.31849524,66.18024258,69.98286695,46.75280889,48.40393245,75.43505151,76.75772211,79.81357493,207.4036581,..,..
Bolivia,BOL,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,33.40836834,38.93627903,46.4939096,54.41255747,55.41998753,53.63066957,58.13012662,53.81348153,51.11168419,57.9028079,51.97329408,62.80400921,67.19190998,..,..
Bolivia,BOL,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,33.27740097,32.50546646,34.3583374,34.00916672,30.90435982,27.32661629,28.02112007,25.07784653,22.10827065,23.99159813,20.89839554,22.73787498,21.87678146,..,..
Bolivia,BOL,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,88.28757005,90.60968934,105.4916508,123.9504116,126.8996486,126.0204102,141.7001694,135.2705677,127.6659799,148.2506652,137.3525987,166.8323546,181.7419301,..,..
Bosnia and Herzegovina,BIH,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,122.1472447,134.6618588,129.9774111,138.0922498,142.6083784,124.0919139,128.8881206,137.2459902,155.3095926,160.398693,171.6923256,214.1029602,206.0820022,..,..
Bosnia and Herzegovina,BIH,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,30.07586288,29.46848488,29.21257019,29.06751633,28.92234421,28.80271149,28.61372757,29.11909294,29.31168938,29.35281181,28.86445999,30.71450996,30.88310814,..,..
Bosnia and Herzegovina,BIH,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,246.2940106,263.8132981,280.2678104,296.4589488,305.9193532,315.2810408,337.3335738,349.9082602,381.5710843,430.4114836,458.4783144,544.2612354,564.120354,..,..
Botswana,BWA,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,19.45251565,19.56315407,17.75826627,16.39724384,15.56810746,13.40932299,12.87643028,14.09968477,22.84573243,19.70491939,19.127267,20.9922568,20.98348576,..,..
Botswana,BWA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,4.99356318,4.5739603,4.2400465,3.78434443,3.71709538,3.57781744,3.30749416,2.99324226,5.10579157,4.49591017,4.9515481,4.26548243,4.39138889,..,..
Botswana,BWA,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,39.90650177,36.60463147,34.23051815,33.37953946,32.6159243,30.6589348,30.68114873,30.81959246,50.38004855,46.40849712,46.56824995,47.70193036,49.70023956,..,..
Brazil,BRA,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,266.2328528,305.6986524,287.5380765,280.0225868,290.4432955,196.7082604,197.8555716,233.6076414,218.5331666,215.999997,177.6183768,194.125804,232.2401758,..,..
Brazil,BRA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,29.38520432,29.29958534,29.68202972,28.17706871,28.18024635,24.70735931,24.42057228,24.46793365,24.82529449,24.87984657,26.09086418,25.26789093,27.36837578,..,..
Brazil,BRA,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,337.3564208,347.1190615,349.7415719,354.882779,376.9020065,329.0551724,323.8393645,341.7435266,358.6958428,373.8150557,382.242479,410.1069069,464.2796215,..,..
British Virgin Islands,VGB,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,65.75849217,73.25098214,76.95561677,78.5824843,57.60683441,36.35932057,33.8363145,34.42908346,36.32712791,37.33592746,38.25401758,46.12658951,50.99482327,..,..
Brunei Darussalam,BRN,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,8.26134872,8.47186852,8.85192871,9.4074192,7.33459949,4.97357655,4.97981501,5.41142321,4.85835171,5.50818491,5.81453037,6.93069315,7.65840197,..,..
Brunei Darussalam,BRN,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,149.6913123,130.6614781,142.2477129,147.1614256,112.3448776,72.96720318,70.14238378,73.49857031,71.03006765,77.74729192,91.56160172,97.31309635,95.11712651,..,..
Bulgaria,BGR,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,209.1286458,247.1579335,266.736571,229.177982,243.5618815,221.6549182,243.238909,263.5237599,271.3290277,263.7736026,304.3467224,353.2942838,354.6507967,..,..
Bulgaria,BGR,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,43.14134216,44.46372604,47.7468071,41.86244583,40.24094009,42.50993729,43.25471497,42.19384384,39.32843781,37.79553986,35.52528763,33.72874832,35.07592392,..,..
Bulgaria,BGR,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,456.1535582,495.88457,586.012139,496.4345791,543.0182336,575.9346927,645.1060693,676.2274389,661.0307057,681.9109663,773.5818762,850.0696636,901.3358791,..,..
Burkina Faso,BFA,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,9.87879906,11.08248007,10.90263252,14.17554706,13.03336938,11.65114496,12.40363243,13.60391495,13.94385387,14.24188887,18.80573086,19.82658128,19.64848581,..,..
Burkina Faso,BFA,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,30.16873169,32.88170242,32.38356781,33.53733063,34.07847595,36.02980042,31.38309479,31.67767906,35.83074951,34.69356155,34.64081192,34.64732361,34.61856079,..,..
Burkina Faso,BFA,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,22.90796961,23.40759,23.29249107,30.2982515,27.81928393,30.55814812,34.15694902,37.83919767,37.58905571,40.85834157,50.38775376,53.56565858,60.36158896,..,..
Burundi,BDI,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,6.89188913,5.90211021,4.48314838,4.2272891,5.60065579,5.51651371,5.27486258,5.55807227,5.06471549,4.94198955,5.36377921,5.70790944,6.05224273,..,..
Burundi,BDI,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,28.18636131,25.47524261,22.40234756,20.86187553,31.00106621,31.20963097,28.36751747,28.99659729,27.11566162,22.21640587,20.45733452,24.5846138,24.51572418,..,..
